,LGCYINVESTORID,TOP10SHSHLDVALpct,Unnamed: 0,CLUSTER,FULLNAME
3105,5642282,0.22786449605987444,3105,3,"Seelaus Asset Management, LLC"
3106,5643701,0.8711597275880089,3106,0,"Boston Standard Wealth Management, LLC"
3107,5644462,0.6957599444965962,3107,3,"Asset Management Advisors, LLC"
3108,5645833,0.7087423538443622,3108,2,"Heritage Wealth Advisors, LLC"
3109,5646493,0.7257657574321293,3109,0,"The Mather Group, LLC"
3110,5646498,0.3845529467878873,3110,0,Ally Financial Inc.
3111,5647043,0.9168177169703391,3111,0,SCS Capital Management LLC
3112,5647668,0.8264396854601196,3112,0,"Centerpoint Advisors, LLC"
3113,5648150,1.0000000000000002,3113,0,"Searchlight Capital Partners UK, LLP"
3114,5648197,0.43875466253508016,3114,3,"Broadleaf Partners, LLC"
3115,5655983,1.0,3115,0,American Securities LLC
3116,5656796,0.3593302693411938,3116,0,"Northwest Wealth Management, LLC"
3117,5658341,0.2322354422138556,3117,0,AGF Investments LLC
3118,5659608,0.9561626215744682,3118,0,"Kerrisdale Capital Management, LLC"
3119,5659754,0.4425606365033769,3119,0,Personal Capital Advisors Corporation
3120,5660849,0.7380772322174796,3120,0,"Allworth Financial, L.P."
3121,5660883,0.1724647712091725,3121,0,"Naples Global Advisors, LLC"
3122,5662538,0.4219567977401944,3122,0,"F & V Capital Management, L.L.C."
3123,5663380,0.2584727262612645,3123,3,"Diligent Investors, LLC"
3124,5663939,0.5013968305027718,3124,0,"Risk Paradigm Group, LLC"
3125,5664002,1.0,3125,0,Hengistbury Investment Partners LLP
3126,5664990,0.1991180067118402,3126,0,PlainsCapital Corporation
3127,5665648,0.2746614340231757,3127,3,Vantage Investment Advisory Limited
3128,5667257,0.5344842111498573,3128,0,Kiltearn Partners LLP
3129,5667320,0.9750934860866212,3129,0,Tenzing Global Management LLC
3130,5669064,0.8882142881179632,3130,0,"12 West Capital Management, L.P."
3131,5670062,0.5622218095036029,3131,0,"Ken Stern & Associates, Inc."
3132,5672059,0.4074385268096756,3132,0,DSAM Partners (London) Ltd
3133,5672076,0.5933006634122041,3133,3,"Gibraltar Capital Management, Inc."
3134,5672138,0.9853421011314576,3134,2,"KLS Professional Advisors Group, LLC"
3135,5672144,0.4649568851159946,3135,0,13D Management LLC
3136,5673441,0.5720198242324512,3136,0,"Woodson Capital Management, LP"
3137,5674019,0.8739828930344447,3137,0,"MSD Partners, L.P."
3138,5675791,0.20400115505090632,3138,0,"Goelzer Investment Management, Inc."
3139,5678434,0.6437353058923022,3139,0,"Zions Capital Advisors, Inc."
3140,5680875,1.0,3140,0,Spruce House Investment Management LLC
3141,5681991,0.8207785216076673,3141,0,"Price Wealth, LLC"
3142,5682339,0.4325085682713932,3142,0,"Csenge Advisory Group, LLC"
3143,5682347,0.6926320564215738,3143,0,"GenTrust, LLC"
3144,5682801,0.2311506315962248,3144,3,American National Insurance Co
3145,5682955,0.3917628602617061,3145,0,Nine Masts Capital Limited
3146,5684229,1.0,3146,0,"Allianz Investment Management, LLC"
3147,5685523,0.29948283925175384,3147,3,Riley Friedman Asset Management
3148,5685524,0.9734427631459664,3148,0,"Legion Partners Asset Management, LLC"
3149,5685568,0.8129561129045018,3149,0,"Sunesis Advisors, LLC"
3150,5686113,0.2390480606904353,3150,0,"Tower Wealth Managers, Inc."
3151,5687176,0.15965075281753596,3151,3,INTL FCStone Inc.
3152,5687249,0.7542684824961263,3152,0,"Light Street Capital Management, LLC"
3153,5687697,0.37374889268977307,3153,3,"Feltz WealthPLAN, Inc."
3154,5688115,0.2777994880613461,3154,3,Northwest Asset Management
3155,5688721,0.124419147672618,3155,0,Parametrica Management Ltd
3156,5690010,0.6252981505105455,3156,0,Myriad Asset Management Limited
3157,5690247,0.3198631290293551,3157,3,Belpointe Asset Management LLC
3158,5690482,0.7526923575923051,3158,0,"Callan Capital, LLC"
3159,5690483,0.5924201105922321,3159,0,Silver Rock Financial LLC
3160,5691421,0.4717737431083402,3160,0,"Nokota Management, LP"
3161,5691883,0.40565086209097695,3161,3,"Sage Capital Advisors, LLC"
3162,5694193,0.6996540652836529,3162,0,"Legacy Financial Advisors, Inc."
3163,5694621,0.7105306961033228,3163,0,Fundsmith LLP
3164,5695454,0.5648028785307951,3164,0,"Casdin Capital, LLC"
3165,5698784,0.466737543816498,3165,3,Haven Wealth Group LLC
3166,5699269,0.2667443144894245,3166,0,Equitable Trust Company
3167,5700162,0.33941099277361103,3167,0,"Pratt Collard Advisory Partners, LLC"
3168,5700781,1.0,3168,0,Factorial Capital Management Limited
3169,5701794,0.4966744060452028,3169,0,Lyrical Asset Management LP
3170,5702336,0.9539294750070234,3170,3,"SQ Advisors, LLC_NLE"
3171,5702358,0.7655929753798493,3171,0,"Mountaineer Partners Management, LLC"
3172,5702788,0.9102737544788346,3172,0,"Falcon Edge Capital, LP"
3173,5702797,0.5788313222710936,3173,0,"Vantage Investment Partners, LLC"
3174,5702916,0.6929013267929164,3174,0,"Newtyn Management, LLC"
3175,5703671,0.3347647453446794,3175,0,"Peregrine Asset Advisers, Inc."
3176,5705109,0.4473262299579805,3176,0,"Anchor Bolt Capital, LP"
3177,5705957,1.0,3177,0,"Billings Capital Management, LLC"
3178,5706433,0.4632546591812904,3178,0,Flow Traders U.S. LLC
3179,5707512,0.5652848154596904,3179,0,"Creative Planning, Inc."
3180,5708120,0.4157520994285141,3180,0,Partnervest Advisory Services LLC
3181,5708657,0.20447661406090226,3181,0,Cetera Advisor Networks LLC
3182,5709338,0.4390584477212989,3182,0,Parkside Financial Bank & Trust
3183,5709677,0.5841966421958571,3183,0,Hengehold Capital Management LLC
3184,5709734,0.6509648488600568,3184,3,Accredited Investors Inc.
3185,5710722,0.4863479632307308,3185,0,"Encompass Capital Advisors, LLC"
3186,5711271,0.8533304846703886,3186,0,"The Financial Advisory Group, Inc"
3187,5711801,0.4146579113442673,3187,0,"Community Financial Services Group, LLC"
3188,5713044,0.5177460271758028,3188,0,Bank of Stockton Trust & Investment Group
3189,5713458,0.27086743841118,3189,0,"Camelot Portfolios, LLC"
3190,5713467,1.0,3190,0,"Summit Rock Advisors, L.P."
3191,5713468,0.4436810627329387,3191,3,"Kessler Investment Group, LLC"
3192,5713469,0.6174921463438271,3192,0,TD Ameritrade Investment Management LLC
3193,5713918,0.7652993533177483,3193,0,Duquesne Family Office LLC
3194,5714275,0.18340405432499127,3194,0,"Visionary Asset Management, Inc."
3195,5714342,0.8313012307923046,3195,2,"LBMC Investment Advisors, LLC"
3196,5714346,1.0,3196,1,Axis Capital Holdings Ltd
3197,5714371,0.2851296015252293,3197,0,"Triangle Securities Wealth Management, Inc."
3198,5714667,1.0,3198,0,40 North Management LLC
3199,5714703,1.0,3199,0,"Stone House Capital Management, LLC"
3200,5714745,0.5165581220714893,3200,3,Kistler-Tiffany Advisors
3201,5714750,0.335210250405172,3201,0,Aspen Investment Management Inc.
3202,5714755,0.8692701951836475,3202,0,"Glaxis Capital Management, LLC"
3203,5714757,0.3977170210660208,3203,3,"Greatmark Investment Partners, Inc."
3204,5714872,0.3771800296315389,3204,3,"InterOcean Capital, LLC"
3205,5714873,0.7682060559278171,3205,0,"Raging Capital Management, LLC"
3206,5715218,0.4120048107018516,3206,3,"Hendershot Investments, Inc."
3207,5715226,0.4581129474659528,3207,3,"EP Wealth Advisors, LLC"
3208,5715231,0.34358164924481643,3208,0,"Asset Management Group, Inc."
3209,5715247,0.6231918519757729,3209,0,"New England Investment & Retirement Group, Inc."
3210,5715249,0.8031450479769094,3210,0,"Progeny 3, Inc."
3211,5715251,0.8064125211100158,3211,0,"SCGE Management, L.P."
3212,5715254,0.9130783666186312,3212,0,Gladius Capital Management LP
3213,5715258,0.5754423308461211,3213,0,Longer Investments Inc.
3214,5715263,0.5031511829340581,3214,0,Gradient Investments LLC
3215,5715265,0.4192869030816832,3215,0,"Madden Advisory Services, Inc."
3216,5715267,1.0,3216,0,Caspian Capital LP
3217,5715293,0.5842263975142843,3217,0,"FCG Advisors, LLC"
3218,5715296,0.7164576482439031,3218,0,"Modera Wealth Management, LLC"
3219,5715297,0.5836969468741694,3219,0,"Mraz, Amerine & Associates, Inc."
3220,5715301,0.26802299861009826,3220,0,South State Bank
3221,5715302,0.9758558329369498,3221,0,Sigma Investment Management Co
3222,5715305,0.26151512826427536,3222,0,Verity Investment Partners
3223,5715632,0.4559451339875232,3223,3,Family Management Corporation
3224,5715668,0.4173146138452352,3224,3,"Aviance Capital Partners, LLC"
3225,5716051,0.3486576770263392,3225,0,"Prospera Financial Services, Inc."
3226,5716469,0.7446509571153573,3226,0,"Efficient Advisors, LLC"
3227,5716471,0.9749128038811691,3227,0,"Portfolio Solutions, LLC"
3228,5716484,0.3208476306106093,3228,0,"Boyer & Corporon Wealth Management, LLC"
3229,5718850,0.4053902738345224,3229,0,Bluemar Capital Management LLC
3230,5719395,0.6627881918138854,3230,0,Highland Private Wealth Management
3231,5719800,0.5104843897032222,3231,0,"Courage Miller Partners, LLC"
3232,5719875,0.2379839583464445,3232,3,"Whittier Trust Company of Nevada, Inc."
3233,5723996,0.13226895216693454,3233,0,"Group One Trading, L.P."
3234,5725943,0.8526675898471089,3234,0,Pomelo Capital LLC
3235,5725999,0.28102063498381696,3235,0,Atria Investments LLC
3236,5726016,0.8432009035550444,3236,0,"Smith & Howard Wealth Management, LLC"
3237,5726490,0.5549016423501145,3237,0,Consonance Capital Management LP
3238,5726914,0.38400696461584,3238,0,"Monashee Investment Management, LLC"
3239,5726948,0.7917138733080528,3239,0,Kite Lake Capital Management (UK) LLP
3240,5727807,0.938541026246638,3240,0,"McCutchen Group, LLC"
3241,5728847,0.40869739003215655,3241,0,"Windsor Capital Management, LLC"
3242,5729243,0.6755525686713406,3242,0,"Solstein Capital, LLC"
3243,5729900,0.3628175802877745,3243,0,"10-15 Associates, Inc."
3244,5729965,0.8199103603529719,3244,0,"AWH Capital, L.P."
3245,5732690,0.3314266527601768,3245,0,"Vivaldi Capital Management, LLC"
3246,5734163,0.20676617669738748,3246,0,Sal. Oppenheim jr. & Cie. AG & Co. KGaA (Asset Management)
3247,5734379,0.2912671327173722,3247,0,"Interval Partners, L.P."
3248,5735509,0.6037779501232526,3248,0,Park Circle Company
3249,5735797,0.33264140880060816,3249,0,"American Financial Network Advisory Services, LLC"
3250,5736447,1.0,3250,0,Davide Leone and Partners LLP
3251,5736486,0.4037035401618182,3251,3,"Sitrin Capital Management, LLC"
3252,5736491,0.3770667679850061,3252,3,Relevance Capital Management
3253,5737029,0.6412714101379811,3253,0,"Lodge Hill Capital, LLC"
3254,5737069,0.9350392232674474,3254,0,Radin Capital Partners Inc.
3255,5739664,0.14189307907163268,3255,0,"Twin Tree Management, LP"
3256,5741393,0.9999999999999998,3256,0,Tybourne Capital Management (HK) Limited
3257,5742343,0.8079244142175702,3257,0,"Cantor Fitzgerald Investment Advisors, L.P."
3258,5743144,1.0,3258,0,Karst Peak Capital Limited
3259,5743172,0.3079343852464066,3259,3,Iowa State Bank
3260,5743219,0.8221332868124908,3260,0,Athos Capital Limited
3261,5743482,0.3024247875058144,3261,0,EFG Asset Management (Americas) Corp.
3262,5743958,1.0,3262,0,Old Bellows Advisors LLC
3263,5744316,0.3642687190449247,3263,0,Maven Securities
3264,5745599,0.9575470997711402,3264,0,"Brenham Capital Management, L.P._NLE"
3265,5746608,0.2266901361242467,3265,0,"Livförsäkringsbolaget Skandia, ömsesidigt"
3266,5747070,0.8836949551483677,3266,0,Taylor Asset Management Inc.
3267,5747987,0.6660733430303216,3267,0,Palestra Capital Management LLC
3268,5749020,0.42079323010313396,3268,0,Concept Asset Management
3269,5749520,0.3851546728331003,3269,0,Armistice Capital LLC
3270,5749544,0.2531167507815552,3270,0,Legato Capital Management LLC
3271,5749804,0.4790823629805258,3271,3,"Tibra Equities Europe, Ltd."
3272,5749838,0.5970999155467471,3272,0,Bank of Montreal Ireland PLC
3273,5749909,0.6165403253427424,3273,0,"Key Group Holdings (Cayman), Ltd."
3274,5749925,0.7218952964225677,3274,0,"Southport Management, L.L.C."
3275,5749927,0.4337967576614913,3275,1,Invictus RG Pte. Ltd.
3276,5749932,0.7950456551743422,3276,0,"Tegean Capital Management, LLC"
3277,5749933,0.07821416549090146,3277,0,"A.R.T. Advisors, LLC"
3278,5750605,0.3484099833657619,3278,3,"Martin Capital Partners, LLC"
3279,5751167,0.8780888185949437,3279,0,"Lenox Wealth Advisors, LLC"
3280,5753579,0.5885547474961442,3280,0,"Jackson, Grant Investment Advisers, Inc."
3281,5753590,0.5599351699292395,3281,0,"Harbour Capital Advisors, LLC"
3282,5755366,0.5493543176294847,3282,0,"Incline Global Management, LLC"
3283,5755901,0.9444184606237056,3283,3,Turim 21 Investimentos Ltda.
3284,5760292,0.949976553830512,3284,0,"Spring Creek Capital, LLC"
3285,5760677,1.0,3285,0,"HNA Capital Group Co., Ltd."
3286,5761432,0.6127578692133876,3286,0,MacroView Investment Management LLC
3287,5761947,0.8305219916266879,3287,3,Portland Hill Capital LLP
3288,5762012,1.0,3288,0,Naya Management LLP
3289,5764098,0.43878791808731177,3289,0,"Pacific View Asset Management, LLC"
3290,5764711,0.8883983242927838,3290,0,Filament LLC
3291,5766969,0.6732270605867899,3291,0,"Knowledge Leaders Capital, LLC"
3292,5767530,0.4924263978487997,3292,0,Sanders Morris Harris LLC.
3293,5775231,0.8580537019327193,3293,0,"Credit Suisse Securities (Canada), Inc."
3294,5776381,1.0,3294,0,"Seafarer Capital Partners, LLC"
3295,5777802,0.4573889956319895,3295,3,Boardman Bay Capital Management LLC
3296,5778949,0.7072615368955413,3296,0,"Suvretta Capital Management, LLC"
3297,5780080,0.6101399789277578,3297,0,Harbor Advisors LLC
3298,5781118,1.0,3298,0,"Rizvi Traverse Management, LLC"
3299,5782149,0.9977366539031812,3299,0,"InR Advisory Services, LLC"
3300,5785005,0.17485330625845694,3300,0,Barclays Bank PLC
3301,5785296,0.7016230673695805,3301,0,"Annex Wealth Management, LLC"
3302,5785328,0.5051500903469578,3302,3,Consolidated Investment Group LLC
3303,5785332,0.915524236226577,3303,0,SRB Corporation
3304,5785516,0.9374980750479928,3304,0,"Starr International Company, Inc."
3305,5785517,1.0,3305,0,Tyrus Capital S.A.M.
3306,5785775,0.27798888660642235,3306,3,Princeton Portfolio Strategies Group LLC
3307,5786746,0.5455266619064405,3307,0,"C.V. Starr & Co., Inc. Trust"
3308,5787100,0.3544870982153686,3308,3,Stonemark Wealth Management
3309,5789019,0.7251023304002066,3309,0,Covalis Capital LLP
3310,5789190,0.4336733540143202,3310,0,BMO Nesbitt Burns Inc.
3311,5790166,0.9496899790906236,3311,0,"Omega Fund Management, LLC"
3312,5790237,0.37383230701659415,3312,3,"Fagan Associates, Inc."
3313,5790246,0.9655168860853686,3313,0,"Manor Road Capital Partners, LLC"
3314,5794111,0.5052799107029814,3314,0,"Redhawk Wealth Advisors, Inc"
3315,5795495,1.0000000000000002,3315,0,"Rivulet Capital, LLC"
3316,5798633,0.7464628078689546,3316,0,"The Bollard Group, LLC"
3317,5798995,0.7511385758943281,3317,0,"Private Ocean, LLC"
3318,5799417,0.7518452369013483,3318,0,Tensile Capital Management LLC
3319,5799902,0.9660795871274512,3319,0,Berylson Capital Partners LLC
3320,5803352,0.5582719216014157,3320,0,"Garelick Capital Partners, L.P."
3321,5804343,0.859041882456736,3321,0,"Price Capital Management, Inc."
3322,5804757,0.8899863190302904,3322,0,"Tekne Capital Management, LLC"
3323,5805211,0.6584137734704442,3323,0,Steamboat Capital Partners LLC
3324,5806496,0.8692569392355842,3324,0,"ETF Portfolio Partners, Inc."
3325,5806888,0.2730042927115827,3325,3,Regent Investment Management LLC
3326,5807799,0.733286549511869,3326,0,"LDR Capital Management, LLC"
3327,5807873,0.5722740611532706,3327,0,"Lomas Capital Management, LLC"
3328,5807879,0.4467415459860413,3328,0,"SVA Wealth Management, LLC"
3329,5809627,0.4166143807682751,3329,0,"Pura Vida Investments, LLC"
3330,5809710,0.8850693828322551,3330,0,Kayak Investment Partners LLC
3331,5810208,0.3238270704267068,3331,0,Exane Derivatives
3332,5810219,1.0,3332,0,Anson Funds Management LP.
3333,5810271,0.44085742115098253,3333,0,"Estate Counselors, LLC"
3334,5810670,0.6211354942271943,3334,0,"Tourbillon Capital Partners, LP_NLE"
3335,5811760,0.39043634952534795,3335,0,"HAP Trading, LLC"
3336,5812503,0.9908818301724563,3336,2,"Pension Partners, LLC"
3337,5812802,0.5708443368549977,3337,0,Glacier Peak Capital
3338,5815125,0.27198206332872155,3338,0,WrapManager Inc
3339,5816177,0.3921972508578481,3339,0,City Financial Investment Company Limited_NLE
3340,5816843,1.0,3340,0,Asia Research & Capital Management Limited
3341,5817288,0.6408291442005722,3341,0,Ownership Capital
3342,5819571,1.0,3342,0,Birch Grove Capital LP
3343,5819831,0.2659033578944452,3343,0,Capital International Investors
3344,5820817,0.508689852218357,3344,0,"Tesco Pension Investment, Ltd."
3345,5822919,0.4255417160695848,3345,0,"Tiedemann Advisors, LLC"
3346,5823195,1.0,3346,0,Crestview Partners
3347,5824239,0.9356920209826978,3347,0,"Engaged Capital, LLC"
3348,5824332,1.0000000000000002,3348,0,"Blackcrane Capital, LLC"
3349,5826327,0.6437502552330374,3349,0,AT Capital Management
3350,5832478,0.559920002365609,3350,0,"Lincoln Capital, LLC"
3351,5833870,0.1760041369431943,3351,3,"Cognios Capital, LLC"
3352,5835586,0.7710664874205864,3352,2,"Stratford Consulting, LLC"
3353,5836299,0.28908507348305656,3353,0,Atika Capital Management LLC
3354,5836794,0.24964766592835755,3354,0,"Caption Management, LLC"
3355,5838536,0.7241256309498479,3355,0,"EcoR1 Capital, LLC"
3356,5838544,0.6339671234287048,3356,0,"Zimmer Partners, LP"
3357,5838983,0.15043863045613529,3357,0,"Raymond James Financial Services Advisors, Inc."
3358,5838986,1.0,3358,0,"Oak Hill Advisors, L.P."
3359,5839329,0.9006135394509054,3359,0,"Sensible Financial Planning & Management, LLC"
3360,5840161,0.3920216982022854,3360,3,Edge Wealth Management LLC
3361,5840598,0.3912557405230032,3361,0,Timbercreek Asset Management Inc.
3362,5840617,0.8734575433688871,3362,0,Baystate Wealth Management LLC
3363,5840621,0.42360151679065217,3363,0,Goodman Financial Corporation
3364,5841147,0.2766748404613528,3364,3,Boltwood Capital Management
3365,5841490,0.2996170682087404,3365,3,"SignalPoint Asset Management, LLC"
3366,5841514,0.8663653305011334,3366,0,"Wooster Corthell Wealth Management, Inc."
3367,5841516,0.5079626543936003,3367,0,"Carroll Financial Associates, Inc."
3368,5842081,0.5615100265713996,3368,0,Clear Street Markets LLC
3369,5842453,0.4660901095331221,3369,0,NewSquare Capital LLC
3370,5842714,0.4659621231004305,3370,0,"JFS Wealth Advisors, LLC"
3371,5842727,0.5361345482309581,3371,3,"King Wealth Management Group, LLC"
3372,5842734,0.7737633947439748,3372,0,FMP Wealth Advisers
3373,5842969,0.13144305958899,3373,0,"Foundry Partners, LLC"
3374,5843002,0.4617303134812531,3374,0,"Bluefin Trading, LLC"
3375,5843076,0.40580030054958,3375,3,"Buckingham Capital Management, Inc. (OH)"
3376,5843077,0.8451184509413582,3376,0,"Broad Run Investment Management, LLC"
3377,5843094,0.2483817388505142,3377,0,"United Asset Strategies, Inc."
3378,5843481,0.9363579768021946,3378,0,Huntington Steele LLC
